label,V1,V2
1,0.565282591,8.605319082
1,3.249690584,8.514213646
1,6.81560253,4.862976987
1,0.756359268,5.694301866
1,8.810891607,0.306792289
1,0.89784509,4.545126921
1,7.246409603,2.572510876
1,8.15944883,6.01890503
1,4.10168278,1.800773377
1,2.906040601,4.753583311
1,9.347419241,0.460423045
1,5.607803827,6.600247407
1,9.364713985,5.151050815
1,0.467641805,7.56936881
1,9.401635383,6.88334482
1,7.461188373,2.238416816
-1,3.968888319,0.471122526
1,0.533149601,9.54963973
1,1.571083844,5.373894568
1,2.676586965,5.251197063
1,8.536408416,6.443305467
1,8.434238271,1.713771599
1,2.303078815,9.069298732
1,5.072053308,8.21530821
1,4.900846148,1.298338687
1,1.884925219,7.0764566
1,9.043071053,8.559605922
1,0.009829942,9.749322683
1,7.140886141,5.612681592
1,0.95464438,7.564484428
1,4.172666292,7.313807053
-1,0.81529988,0.351238546
1,6.533836878,2.40039693
1,2.974960466,7.005621663
-1,2.458224173,0.567310951
1,6.575604312,4.478855655
1,9.954677827,8.810685831
1,6.24565705,8.82694171
1,8.640625956,2.819845965
1,6.977289778,4.196195179
1,2.481630701,9.277645578
1,1.171926914,5.765807852
-1,0.320192443,0.523273095
1,1.08955411,4.108168853
-1,1.746485974,3.219499679
1,9.655359595,6.825082346
1,7.601108486,3.116346123
1,4.706363324,3.074774519
1,8.24141447,9.570545822
1,7.838936059,2.873159673
1,6.05820606,1.961932736
1,9.15517363,9.217502638
1,2.216163657,5.327209837
1,7.014296232,4.175875511
-1,3.538461144,0.51117003
1,5.562563301,1.322729699
1,6.721502666,8.320225703
1,8.562415435,4.023006374
1,6.319443067,0.875987557
1,9.001288067,5.29012467
1,4.464994692,8.360239665
1,9.620540061,8.787982883
1,0.117069618,8.781147976
1,5.101970367,7.36258473
-1,0.006680002,3.889490739
1,2.463486786,2.89600133
1,6.178576041,7.173206916
1,5.093712031,9.184714304
1,9.209312503,7.791534481
1,9.652233664,4.263150906
1,2.512317314,8.855826734
1,0.760835169,7.68322089
1,8.362109822,1.967966927
1,0.878743946,8.04640718
1,6.123750051,4.625520559
-1,0.138174342,1.099415945
1,1.707000171,5.504305614
1,3.009281009,9.349062846
1,1.049605194,8.983261338
1,3.63592172,3.78211899
1,3.619218566,5.968483742
1,7.355909813,9.30566018
1,8.029833538,6.376328783
1,8.498196211,4.498358842
1,9.987544564,3.031905878
-1,0.349574217,3.105175958
1,3.652688751,6.982358012
1,0.203922524,5.921283218
1,5.225425521,1.717199984
1,5.00837056,1.82369851
1,1.468341381,9.633738592
1,7.199522832,1.41215103
1,7.623932001,5.125830492
-1,0.180241752,1.14070521
1,4.346116206,6.95288772
1,9.890784132,5.908295417
1,8.359751091,3.917159298
1,9.843615198,5.483289945
1,9.200034817,2.095849018
1,4.930138791,2.716289789
1,8.04134829,1.490607834
-1,3.387497002,0.021388577
1,9.933320107,9.847588867
1,3.85964998,3.945762219
1,5.723523041,7.649741091
1,7.787902358,1.736653468
1,2.37213169,9.754194403
1,6.091274198,4.922178041
1,3.144176544,2.222606672
1,6.413248759,8.989866045
1,2.669746333,9.787270026
1,6.227939203,0.56405586
1,7.776039562,7.689776681
1,4.636348379,5.691457889
1,3.921769818,4.587742486
1,2.609240382,5.619646413
1,8.927809815,3.115658113
1,8.829368665,2.304256628
1,2.190799697,6.902098171
1,4.743031366,3.455201653
-1,3.542970405,1.407691985
1,6.100257391,2.084068116
1,7.325181183,1.714745443
-1,1.224127628,3.121042529
1,7.601775455,7.862221603
-1,1.08439741,3.664894858
1,4.915165019,0.597840205
1,7.444821727,8.286785628
-1,0.336940764,0.270023213
1,6.419218213,4.146376255
1,2.645789965,6.962790301
1,8.675398023,6.001844283
1,2.921546774,8.852716824
1,2.181095553,8.492316552
1,5.286753147,0.367739412
1,7.310564145,0.641822189
-1,0.432222043,4.601102909
1,1.350729261,7.118221079
1,7.268421215,8.526366006
1,9.63856071,7.175047884
1,1.521001391,8.609036279
1,4.401184719,8.247217005
-1,3.069575068,0.631186739
1,6.182539253,5.486757038
1,4.190660352,1.946271942
1,9.097566686,4.282188388
-1,0.082494696,1.651341331
1,1.526268232,7.520545146
1,7.53288449,4.057640585
1,8.596615356,7.30592822
1,0.067150746,5.376307615
1,5.283121513,0.882250064
1,5.266999609,0.048859767
1,5.452796405,8.936615677
1,0.013215579,5.765450178
1,7.660447413,3.358833469
1,2.943097143,9.879183234
1,1.781862543,4.507223365
1,8.411375054,7.918319509
1,9.216688108,7.856769778
-1,1.636995114,0.046716635
1,7.692804076,7.552701561
1,3.177110003,8.528449766
1,1.337555302,3.898856777
1,2.955026289,9.578495026
1,0.962271858,8.867155525
1,0.920104405,6.267442962
1,5.795330019,2.24529312
-1,3.568894949,0.463090488
1,9.826119586,2.271559774
-1,0.503321921,3.572947844
1,3.636332094,4.859373448
1,3.163972271,7.23304926
1,1.888952386,5.236460569
1,0.174144711,8.423229037
1,6.538423656,6.442093584
-1,0.701654335,0.906024175
1,1.903834578,7.299136438
1,8.632316962,8.097739296
-1,0.01518636,2.101851557
1,4.120101996,1.379835212
-1,0.656739108,2.608954455
1,5.217285191,6.613796935
1,7.121799383,5.276797656
1,9.683499406,7.194840533
1,7.842319778,8.285111676
1,2.57028216,6.711635359
1,1.757516686,8.036614733
1,6.362292797,5.875810229
1,6.911071101,4.860471019
1,8.77021027,3.984469404
1,4.719259969,2.098584243
1,3.140319453,8.216466976
1,9.611946847,5.931656633
1,8.952794608,3.929935319
1,8.652167325,8.652149593
1,5.019463915,7.347908893
-1,0.997685655,3.677402504
-1,0.048882784,0.798404289
1,3.384652771,6.405435987
1,6.851476794,7.796367463
1,5.83536024,5.839237301
1,7.782364495,8.974887892
1,6.777885924,1.506492842
1,2.479445501,6.433085555
1,3.479524057,2.571749168
1,2.940376315,6.207033796
1,9.141238059,7.5683332
1,9.73615692,2.966805154
1,3.437924311,2.506135241
1,2.486195092,9.323088201
1,8.591757251,8.19258302
-1,4.15501964,0.760359836
1,4.771211352,0.992808801
-1,0.452482027,2.055234883
1,4.068308331,8.074584035
1,5.757130317,1.141738652
1,6.563270069,6.44856204
1,5.274511261,7.288050614
1,6.088868065,6.879658944
1,6.044675731,5.810770944
1,9.211928449,8.016692495
1,5.668305126,2.843463877
1,9.255898069,0.070575564
1,5.353008443,7.000162837
-1,2.359072142,1.356604362
1,0.278736241,7.710204185
1,1.384429648,7.496045572
1,5.899680082,0.469968235
1,2.71241718,9.664760332
-1,0.542676675,2.514600619
1,5.294096826,1.0354809
-1,2.701862147,0.11572768
-1,0.143505833,2.37082537
1,5.446359797,2.232075557
1,7.211479761,5.381159494
1,2.638036842,3.541968111
1,3.42551684,2.35030859
1,8.589682335,8.748169893
1,1.197359087,8.547558882
1,6.785310325,5.057787013
1,2.336947212,8.236072215
1,5.04237039,9.06853816
1,9.691382924,8.058692005
1,9.726947502,5.021383278
1,7.704792705,8.485518959
1,6.513556493,5.377915173
1,7.729601285,3.4174608
1,5.019150069,8.019253295
1,8.133908743,5.017647825
1,2.213336104,5.348819259
1,8.755836473,4.915205925
1,5.134923279,2.76180157
1,3.15104461,6.366362527
1,6.782786532,3.597412934
1,2.371516444,4.301105582
-1,0.454276307,3.083844448
-1,2.607020303,0.487615343
1,8.049551754,5.826115147
1,8.806519511,2.576051201
1,3.085486603,7.679638944
1,0.358565929,9.17146682
1,8.169815422,4.195400407
-1,1.844582867,2.939300237
1,9.162032912,5.145896287
1,0.819235712,4.549327467
1,9.81193718,8.265374675
1,4.887463152,9.469026697
1,9.137800529,0.087481181
1,2.163129617,3.26210967
1,8.836989847,6.570079641
1,6.558776237,4.910206839
1,5.005058486,3.920565348
1,2.781303902,7.072987172
1,1.784402991,4.276966997
1,8.996496263,7.883551163
-1,1.140794808,2.724384312
1,1.299074495,8.415832317
1,2.296242157,3.26025831
1,5.457086787,7.733849613
1,3.503538182,8.332228838
1,8.630123949,0.897109658
-1,0.484952913,3.945157819
1,5.483158911,2.712397296
1,9.69001492,1.850888641
1,2.256163605,5.501654141
1,3.609364298,2.717072093
1,1.748649057,8.485843621
1,5.097771354,7.381743216
-1,1.691735915,2.442490098
1,1.99359426,8.768364056
1,4.895828189,5.410277077
1,2.420207667,4.747638276
1,2.258641117,6.211312264
1,5.213617105,1.703265626
1,9.744764501,8.808666973
1,1.200762377,9.568596925
-1,2.442921051,2.185244639
1,1.843708029,9.441161735
1,4.909359671,7.621116799
1,4.806721262,7.584538676
1,6.024031793,4.696319057
1,1.402667081,5.380099076
1,8.00955541,1.508530497
1,8.052801618,8.661783393
1,7.828929236,8.418718725
1,3.531657781,3.908717092
1,6.52248757,4.421449774
1,3.897358691,9.394856039
1,8.687846069,7.500687279
1,5.71323754,1.721341424
1,6.469340823,7.844399095
1,2.866303576,8.45171303
-1,1.00069816,3.739385139
1,4.358865558,8.428091318
1,3.520370363,9.902614634
1,6.44656647,8.277078171
1,4.119208213,3.975679046
1,7.192864239,6.356247456
1,1.551459031,7.553595346
1,2.665343862,3.877907307
1,3.479313082,4.741145982
1,0.560872538,5.527700989
-1,1.506055549,3.342785605
1,9.763562328,9.863257846
-1,4.519604016,0.471949847
1,6.411326269,9.153333884
1,5.368326767,1.084313053
1,7.047727234,7.940286465
1,5.390249491,0.78396871
1,1.551187015,9.161245637
1,3.88036048,9.118703115
1,8.96324126,3.792306378
1,1.206412991,9.404635502
1,6.653436837,4.839863523
1,4.422763924,7.926349218
1,1.664739463,3.625114572
1,0.598426887,9.754495511
-1,0.364786501,0.159456879
1,6.141175649,4.643347498
1,6.177897858,8.760731339
-1,1.730855636,1.684917675
1,9.375009271,6.273636403
-1,3.00082267,0.603541071
1,7.564956755,3.861523941
1,5.426037901,2.956971338
1,7.42081098,4.82103528
1,6.083384908,4.860901441
1,6.827368813,4.903764438
1,6.34572865,4.819123596
1,2.669320556,2.434481469
1,4.017938098,7.047906669
1,7.884576893,1.916082501
1,9.79358742,8.248571132
-1,1.308334612,3.53726882
1,0.193765075,4.984073562
1,7.167881376,7.672819565
1,1.712265441,9.048312334
1,2.048567852,7.229408841
1,0.030312887,6.504705723
1,1.819978813,4.177538154
1,4.122843461,5.842706128
1,4.613164435,1.934529808
1,3.40297638,9.286668552
-1,1.086819628,3.743078955
-1,4.60051663,0.264878338
1,0.799259206,6.881061003
-1,0.288011711,2.91281414
1,3.045011389,5.673808616
1,3.384232398,6.4025759
1,0.789433054,8.060997061
1,4.87548471,4.581136287
1,0.569153223,5.124473167
1,5.635200366,2.469970768
-1,1.206604536,2.22673896
1,5.215561672,7.848793792
1,2.021360258,7.006263325
1,3.009362265,8.60416108
1,9.302570033,6.666114114
1,6.624388827,2.309814449
1,9.673328372,7.986872608
1,4.605692013,2.402669361
1,9.40388029,7.355000759
1,4.896469535,0.316718428
1,7.665234453,1.080680902
1,0.581696606,7.577223389
1,8.036940624,3.241951691
1,3.701046582,6.977165211
-1,0.127358413,4.450246298
1,6.922221594,6.904563382
1,6.834949483,9.383166705
-1,3.273123016,1.407284464
1,0.563962595,9.606539777
1,2.985893502,8.429337956
1,8.349901417,3.141284755
1,3.517330652,2.779280762
-1,3.38478694,0.787209149
1,2.189589825,4.003546704
-1,4.454550548,0.359894941
1,7.686973393,2.289796767
1,0.766233651,7.657983222
1,6.656475125,5.877032191
1,2.87272664,9.077531404
1,4.586228307,7.796318156
1,9.119152881,2.511331257
1,4.466261938,1.173037116
1,2.016902324,3.246094685
1,9.722256826,5.373322519
1,9.248236767,7.501829993
1,5.364569109,4.596407211
1,2.495199093,6.659839782
1,3.571789558,3.142009354
1,3.40678294,5.638879533
1,5.640994944,8.719814895
1,6.427069227,1.541475945
1,0.066460331,6.90716306
1,5.7044897,7.746664979
1,3.801007858,7.931951536
1,1.676846494,4.178179875
1,5.815311386,9.976708444
1,7.554532979,0.29343182
1,4.002761233,2.522254533
1,7.732925871,2.783854217
1,6.251611416,6.564442457
1,5.094412188,5.054391033
-1,2.592540435,2.46776185
1,0.89053845,8.025979479
1,7.68839648,0.200464551
1,4.204562984,1.476477634
1,3.42524797,6.868679915
1,8.034763103,2.714749121
1,8.91308625,2.996148912
1,9.16340196,9.446821082
1,9.528064039,4.657802249
1,5.694515035,5.954855068
1,3.752865491,9.14307947
-1,2.451259557,2.489207499
-1,2.907185617,1.673043601
1,5.150338681,5.224488003
1,4.7158368,1.039297867
-1,0.77616568,3.536612734
1,6.467599426,2.153774144
1,8.866419462,1.971497594
1,5.107039702,9.200895368
-1,1.836452917,0.491771332
1,8.258508064,0.377022789
1,8.925537085,5.776126084
1,3.84755024,3.715459073
1,1.499243202,9.195340073
1,0.387704493,8.399411184
1,0.583465348,7.747608246
1,4.465990488,2.692963637
1,4.047428791,5.094207539
1,6.572154812,6.823795161
1,5.882231444,7.643193835
1,6.691718067,0.094886045
-1,3.763881554,1.288205886
1,8.065944728,3.268733842
1,3.118853176,3.700756787
1,9.13856565,5.929820493
1,5.108407289,1.642552395
1,6.469725319,0.873305243
1,5.594034018,7.602899522
1,2.41372226,7.050700786
1,9.47797331,7.242945132
1,7.263939928,7.081814199
1,7.301563867,7.103789276
1,4.661554706,3.904073315
1,0.982078731,7.32018169
1,6.824666366,2.820167339
1,9.75283528,9.613707133
1,4.995941294,7.744686089
1,6.6988799,6.112885715
1,6.263206331,1.444846492
1,3.206856842,8.34893944
1,9.664640839,9.464592354
1,8.523059993,3.609949944
1,9.886269078,3.007350382
-1,0.403429468,1.646420346
1,4.968020755,9.789752429
1,3.068689182,7.011516411
1,6.861502384,7.940394299
1,6.91713559,7.197825655
1,2.784977788,7.779275081
-1,0.091047594,3.689753839
1,8.004646415,1.737707893
1,5.377120832,5.47501557
1,3.448674956,4.043907428
1,1.393110531,9.780311056
1,5.403431228,9.573367522
1,9.525206634,6.976635465
1,7.262925287,1.598718658
1,7.858897757,1.710468126
1,3.547543688,3.245279137
1,8.53892653,4.52037205
1,7.794894262,1.08443239
1,1.134004488,6.694095668
1,1.937065476,9.639508093
1,4.066649573,1.575742632
1,7.942760128,4.710280283
-1,3.380582354,1.255823402
1,8.277870622,0.725402508
1,7.804403494,6.4369329
1,5.050693771,2.223021623
1,3.392107012,6.346007311
1,5.955848489,0.26266719
1,9.592493281,6.269097351
1,9.994341622,8.531954363
1,6.405219084,1.910470412
1,3.472102105,8.430137585
1,9.443209909,8.804426796
1,8.787252158,4.103519614
1,5.162545054,8.642731817
1,3.993234516,1.488369333
1,5.140342349,1.449906982
1,7.861122829,1.572083014
1,6.102696084,3.70683603
-1,0.919581535,0.519360511
1,5.399051611,9.166571726
1,0.987809571,6.588859335
1,2.685580575,5.877611006
1,5.818937293,0.294878019
1,6.64275357,4.101744704
1,9.126341396,3.267137902
1,3.500480275,8.444928613
1,7.892574372,8.422836885
1,9.049539741,8.95542691
1,8.005134659,0.265469749
1,7.738868226,4.405498332
1,3.695189143,8.817151221
1,7.647166769,7.725070384
1,5.752577209,1.773196317
-1,1.939982933,1.898423724
1,3.269600139,8.428223671
-1,1.236773122,3.711711124
1,5.054128424,4.652498874
1,9.083940259,2.638147888
1,8.995785902,6.232111973
1,2.217394982,5.234004685
-1,2.387457977,1.588410505
1,2.492508185,3.629584748
-1,1.795672469,1.249484385
1,2.40904765,9.177500496
1,8.16661824,0.325832688
1,8.585963659,9.945684872
1,7.749294431,0.086254633
1,3.536011572,5.623202627
1,1.164028542,8.06404839
1,5.513304702,2.962718681
1,6.0227861,5.428241938
1,6.43288261,1.920069526
1,2.622721265,5.226093889
1,1.601224001,5.394778177
1,8.031032502,6.409752504
1,7.017011216,5.867021892
1,2.343870343,7.788335786
1,6.024798162,3.454667307
1,2.523996497,5.136659932
-1,1.362386434,0.973587851
1,9.392755905,2.893306301
-1,1.81594444,1.257890847
1,1.708508383,5.532386876
1,5.192420296,9.872650828
1,3.981332688,6.705795687
1,9.277364044,1.5909895
1,7.980858118,8.658274962
1,4.864011626,7.67079198
1,7.714322968,1.768604636
1,2.297767068,4.283986844
1,5.131172517,5.744963828
1,9.576605079,2.444540174
-1,2.132839204,0.291329455
1,8.382003726,0.06904233
1,9.920307365,4.842523534
1,9.023808301,2.517360414
1,9.151225872,9.889855306
1,8.280973705,6.416978729
1,4.172575949,1.515974782
1,4.270424498,6.28445002
1,4.310056316,2.904822167
1,8.182605212,6.460081129
-1,0.507981314,1.130218036
1,4.794843728,5.081200532
1,3.090270923,3.368998978
-1,2.661091615,0.818901837
1,6.014967158,7.172480805
1,2.871486244,5.66915584
1,7.348598363,0.487032977
1,6.249347485,9.236780468
1,6.665120225,5.26455208
1,7.927081808,6.648565396
1,9.134499864,0.872579592
1,6.156461332,6.786636459
1,6.012128326,6.814453846
1,6.777403597,5.941517756
1,1.637797267,6.104962453
1,3.020343259,9.73088396
-1,2.310330884,1.232836826
1,4.424376693,1.889013862
1,6.274781125,9.71899004
1,9.049808863,3.654812155
1,8.538639219,9.053093346
1,9.734519902,2.85327842
-1,1.165000775,1.088282578
1,6.223347636,9.242956222
1,8.996853265,6.569286033
1,5.526726886,8.905007052
-1,1.022349377,3.412120633
1,6.550335027,4.018587901
1,4.157123452,8.904375494
1,3.985069867,3.153896572
1,3.384367577,4.643165048
1,4.871011677,9.57750824
1,8.419046369,0.047948651
1,7.214476068,8.850428686
1,3.204345377,4.210507416
-1,1.855519298,0.796059037
1,9.476762954,7.310116377
1,6.499245118,9.539280839
1,5.985309854,4.575123615
1,9.16839761,5.338317466
1,2.025400023,6.99723325
1,4.563010584,4.941742409
1,5.954045032,5.939483996
1,5.229981958,2.897167618
1,4.561194689,6.949271697
1,6.70621891,3.123494096
1,7.240831037,9.184608557
1,7.62493066,2.970430125
1,4.363063131,5.267567241
1,1.370514068,5.695871825
1,5.172958996,5.684981928
1,0.609451004,7.187903207
1,7.956615016,4.595864799
1,6.598409847,1.652118107
1,9.419717302,2.557467103
-1,0.802960433,2.901756107
1,8.173820919,7.591932667
1,3.897050917,6.305765829
1,7.643907431,9.868672921
-1,0.812146831,0.010542385
1,7.962378506,6.849526006
1,1.826202872,7.546169024
1,5.332505424,9.059528247
-1,3.479158755,0.61215231
1,6.890148018,8.61334892
1,6.129246231,6.917924494
-1,1.007166719,3.213114808
1,1.831578156,9.297286652
1,5.267522724,4.727290701
-1,1.663084964,3.095810821
1,0.719822927,5.010199503
1,1.160267491,5.279218329
1,4.567399558,0.640559215
1,7.04654735,7.380500827
1,5.035521055,0.470960659
-1,2.932901131,1.841966126
1,5.245598168,5.71695212
1,3.45601707,8.088715512
1,8.914075838,2.989016965
-1,0.907910331,2.274565035
1,7.077894111,4.781114617
-1,0.412253088,2.895158625
1,9.679323356,2.228072055
1,5.012296792,9.252024374
1,8.503096413,9.743339452
1,9.416955668,2.684906928
1,5.777939653,8.694887615
1,6.795547518,8.023062593
1,1.369000035,5.592190882
1,4.958807051,4.020887427
1,0.405688577,4.742462498
1,6.500290418,6.12640345
1,6.270970774,7.847099006
1,6.448230282,3.249527754
1,8.581221851,2.816616434
1,5.865282756,4.558684169
1,0.667384169,4.52445149
1,1.193744396,7.224439925
1,4.046565979,7.804193052
1,1.891391305,8.714675114
-1,0.924419998,1.251339072
1,6.889695551,0.122660471
1,6.951899109,5.782030644
1,1.72019707,6.975333591
1,5.234847739,0.50737113
-1,3.579988356,0.291149456
1,5.347466662,8.643276882
1,9.17696618,1.732536184
1,5.826629852,7.503645436
-1,0.807841709,2.707462707
1,0.957937678,9.521021517
1,5.41443493,2.242348881
1,8.970566206,6.060502343
1,7.899428152,0.417765651
1,3.891803015,3.497602197
1,1.727675553,3.816422462
1,7.218838462,2.588589727
1,1.307149976,8.788893635
-1,1.034666263,0.8134992
1,3.339895736,6.439448367
-1,0.211899183,0.694888327
1,1.229027009,8.947261332
1,6.660457971,7.998896989
1,5.350209158,9.060994526
1,2.247891144,6.193820827
1,5.666971877,9.8450139
1,2.906975285,3.950587567
1,8.735827392,6.518956821
1,7.241406029,8.717750448
1,3.226423215,8.372816634
1,1.882166883,6.276955437
1,9.780166983,0.847702487
1,6.790216221,0.641486496
1,8.356831325,0.790591596
1,5.500710832,8.089993543
1,6.935691147,1.077912198
1,0.272080034,8.987674203
-1,0.731778925,4.009039574
1,8.590914642,0.810626417
1,6.452806911,9.767943362
1,2.897100723,4.636697301
1,7.147860529,8.019575144
1,9.303470252,5.057270417
1,0.938627494,7.221118612
1,0.507468279,6.53230767
1,7.709998162,3.324232965
1,7.121706884,8.331790888
-1,2.348365502,2.527505136
1,5.847088767,4.675055093
1,5.908186317,6.434367457
1,7.555172401,5.333932461
-1,0.438688847,4.022708719
1,8.505444168,1.031327972
1,8.109607687,3.271460112
-1,0.24943853,4.117273227
1,5.286001957,6.397719809
1,2.394566953,4.965968675
1,4.790666394,8.426025503
1,8.476109121,6.47520348
-1,1.74358733,1.595937032
1,8.558317393,1.71849384
-1,3.120378756,1.108085695
1,3.268789509,6.528983396
-1,0.316592539,1.452312709
1,4.94748415,0.439848062
1,7.980134152,4.205159631
-1,2.281256765,1.646266442
1,0.143833973,5.679677022
1,2.511966245,6.732661857
1,4.210502082,1.108904905
1,0.585864158,7.26143861
1,6.349701816,3.735266114
1,6.256752107,4.856004545
1,7.975718651,4.697797089
1,8.403929428,6.689081367
1,9.534612137,0.387825673
1,7.076573817,8.434774114
1,7.959410525,0.95553203
1,9.040911309,3.40641048
1,1.871765309,7.31584663
1,3.732602063,1.74836688
1,9.867427039,8.966677287
1,5.024708316,6.091331651
1,7.993012602,2.59894534
1,5.39520825,2.410213912
1,7.162111166,2.173057045
-1,2.945495944,0.733685317
-1,0.740490078,1.913950276
-1,2.720476291,0.718980576
1,6.401069679,0.496274917
1,9.789533739,7.627271556
1,5.169569857,7.144484585
1,3.646330906,8.143423891
1,8.151721435,1.585008479
1,9.0859846,7.643855417
1,1.467678635,8.763736412
1,7.837092325,2.54342529
1,4.570637397,1.455002956
1,4.169062339,6.460752597
1,0.95685652,9.114802016
1,8.71991771,4.761517884
1,9.84239545,1.014774758
-1,3.457360326,1.565394721
1,4.10776051,7.372903412
1,8.337754984,7.857399355
1,7.977738578,9.507793344
1,4.740679108,2.092597585
1,5.034204584,4.350578922
1,2.984922165,8.196674215
1,5.538857705,3.644972723
1,6.906639298,8.823389511
-1,1.237673194,3.255415948
1,0.313864439,6.818423767
1,6.097304255,7.803141903
1,6.975214761,4.166404519
-1,3.189262075,0.088949492
1,8.674758147,3.39578425
1,1.411957967,4.846306113
1,7.639227123,4.463329245
-1,1.947612977,2.086489813
-1,0.380668014,1.685602115
1,5.558232758,9.190588212
1,2.682989258,5.321875692
-1,0.973519776,0.998326531
1,9.467352375,8.405867908
1,9.177930008,3.417829711
1,6.457204197,8.895780556
1,7.243833877,4.336375406
1,9.780023894,9.647975073
1,3.73462715,5.0232022
1,7.64470448,5.516666726
1,5.794257554,3.45709214
-1,1.925083133,1.363317957
1,6.707648328,3.220337066
-1,0.143558516,0.691771316
1,3.850953896,8.281028706
1,7.709693369,8.963987306
1,8.44970732,4.67916921
1,8.586050717,8.915939061
1,8.458113985,9.608443845
1,6.819594554,2.734357631
1,8.873025321,0.485415305
1,0.090993815,7.359946868
1,7.278373695,5.421477426
1,5.288074596,5.615844801
1,6.139118075,2.056921581
1,6.609538877,1.166609991
1,7.831366176,8.055994427
1,0.598919585,6.18661735
1,5.977340373,8.405763651
1,3.615092624,2.890729061
1,6.105821244,1.492311985
1,5.380557356,7.889485385
1,4.978691689,7.135836931
-1,2.368732875,1.064188122
1,7.829953656,1.941180837
1,9.828199262,8.949011373
1,9.814884688,3.32308911
1,4.218130873,2.767787231
1,4.644915205,3.99572619
1,6.348488638,9.725914656
